,Post Office,Pin Code,Latitude,Longitude,City,VenueName,VenueLatitude,VenueLongitude,VenueCategory
1808,Vashi,400703,19.075784,72.9952364,Navi Mumbai,Sagar Vihar - Hovercraft dock,19.07400663422759,72.99263094247759,Boat or Ferry
1809,Vashi,400703,19.075784,72.9952364,Navi Mumbai,Fresh Juice and Snacks Center,19.071922509149662,72.99893370570844,Snack Place
1810,Vashi,400703,19.075784,72.9952364,Navi Mumbai,World of Titan,19.074344742650037,72.99863335333211,Design Studio
1811,Vashi,400703,19.075784,72.9952364,Navi Mumbai,Apoorva,19.07484577604629,72.99097030606698,Bar
1812,Vashi,400703,19.075784,72.9952364,Navi Mumbai,SaiNath Juice Wala,19.071873730199563,72.99673155717878,Juice Bar
1813,Bhayandar,401101,19.1971521,72.8113662,Thane,Green Village Resorts Ltd.,19.196859725776697,72.81048273536014,Resort
1814,Bhayandar,401101,19.1971521,72.8113662,Thane,Garden Court,19.19614479478495,72.8118592836051,Diner
1815,Bhayandar,401101,19.1971521,72.8113662,Thane,Malwani church,19.195096095285262,72.80811425044016,Playground
1816,Bhayandar,401101,19.1971521,72.8113662,Thane,Falafels,19.19737442360782,72.81616398138239,Falafel Restaurant
1817,Bhayandar,401101,19.1971521,72.8113662,Thane,Chourasia's Yacht,19.1991642772824,72.80668893003266,Boat or Ferry
1818,Bhayander (East),401105,19.1160161,72.8200221,Thane,Silver Beach,19.114905929176217,72.82270743862074,Beach
1819,Bhayander (East),401105,19.1160161,72.8200221,Thane,Silver Beach Cafe,19.113884435435864,72.8242178258384,Café
1820,Bhayander (East),401105,19.1160161,72.8200221,Thane,"Area Station Canteen, Juhu",19.11615817371994,72.82524052893054,Department Store
1821,Boisar,401501,19.2091438,72.8591832,Thane,Matsyagandha Restaurant,19.209657464072524,72.86428928375244,Seafood Restaurant
1822,Boisar,401501,19.2091438,72.8591832,Thane,McDonald's,19.212122123963432,72.86294942951054,Fast Food Restaurant
1823,Boisar,401501,19.2091438,72.8591832,Thane,China Town,19.21022482509962,72.86218643188477,Fried Chicken Joint
1824,Boisar,401501,19.2091438,72.8591832,Thane,Patel Chemist,19.20977904160026,72.86295890808105,Pharmacy
1825,Boisar,401501,19.2091438,72.8591832,Thane,Anna's Dosa,19.208957,72.8631112,Food Truck
1826,Boisar,401501,19.2091438,72.8591832,Thane,SCN sport club swimming pool,19.21000337234635,72.86325103096831,Pool
1827,Boisar,401501,19.2091438,72.8591832,Thane,Variety Foods,19.210994811933805,72.86317348480225,Food & Drink Shop
1828,Boisar,401501,19.2091438,72.8591832,Thane,Joggers Park (Thakur Zagadu Singh Charitable trust),19.210427453563454,72.86364555358887,Park
1829,Boisar,401501,19.2091438,72.8591832,Thane,shivalaya juice centre,19.20815444663344,72.86434717758526,Juice Bar
1830,Manor,401403,18.9387711,72.8353355,Thane,Town House Cafe,18.938549958523037,72.83346355505407,Bar
1831,Manor,401403,18.9387711,72.8353355,Thane,Royal China,18.938715239156295,72.83293313173236,Chinese Restaurant
1832,Manor,401403,18.9387711,72.8353355,Thane,Sher-E-Punjab,18.937943835353455,72.83785334602881,Indian Restaurant
1833,Manor,401403,18.9387711,72.8353355,Thane,Cafe Excelsior,18.937701207635694,72.8335661466234,Café
1834,Manor,401403,18.9387711,72.8353355,Thane,Chhatrapati Shivaji Maharaj Terminus,18.940088330432033,72.83525722997862,Train Station
1835,Manor,401403,18.9387711,72.8353355,Thane,Dakshin Bar And Kitchen,18.93648945230135,72.83748977150547,Seafood Restaurant
1836,Manor,401403,18.9387711,72.8353355,Thane,Ideal Corner,18.934961470035777,72.83405011234707,Indian Restaurant
1837,Manor,401403,18.9387711,72.8353355,Thane,Café Universal,18.936020671277102,72.83745296372305,Irani Cafe
1838,Manor,401403,18.9387711,72.8353355,Thane,Sterling Cineplex,18.938296441250184,72.83310356436478,Multiplex
1839,Manor,401403,18.9387711,72.8353355,Thane,Pancham Puriwala,18.938214278973145,72.8356970973557,Indian Restaurant
1840,Manor,401403,18.9387711,72.8353355,Thane,Bombay Gymkhana,18.937691299778436,72.83097627498172,Athletics & Sports
1841,Manor,401403,18.9387711,72.8353355,Thane,Mahesh Lunch Home,18.934120608422297,72.83382111973616,Indian Restaurant
1842,Manor,401403,18.9387711,72.8353355,Thane,Taste of Kerala,18.934205482667142,72.833215449282,Indian Restaurant
1843,Manor,401403,18.9387711,72.8353355,Thane,Kayani Restaurant,18.93503959620117,72.83694083917369,Irani Cafe
1844,Manor,401403,18.9387711,72.8353355,Thane,Residency Hotel,18.934977866806896,72.83348094090624,Hotel
1845,Manor,401403,18.9387711,72.8353355,Thane,Barista,18.93850971226034,72.83360746357721,Coffee Shop
1846,Manor,401403,18.9387711,72.8353355,Thane,Hotel Fountain Plaza,18.93567108713781,72.83402982832185,Indian Restaurant
1847,Manor,401403,18.9387711,72.8353355,Thane,5 Spice,18.93349148407844,72.83595549719031,Chinese Restaurant
1848,Manor,401403,18.9387711,72.8353355,Thane,Subway,18.938249673818397,72.83302651333346,Sandwich Place
1849,Manor,401403,18.9387711,72.8353355,Thane,Reserve Bank of India Monetary Museum,18.9341578243728,72.83609097485184,History Museum
1850,Manor,401403,18.9387711,72.8353355,Thane,Fashion Street,18.93634085305844,72.83043357043529,Flea Market
1851,Manor,401403,18.9387711,72.8353355,Thane,The Clearing House,18.935328221472208,72.83826324402152,Lounge
1852,Manor,401403,18.9387711,72.8353355,Thane,Hotel Deluxe,18.93391483135239,72.83320482251608,Indian Restaurant
1853,Manor,401403,18.9387711,72.8353355,Thane,Mocambo Café,18.934266798708116,72.83369775717813,Café
1854,Manor,401403,18.9387711,72.8353355,Thane,Press Club Mumbai,18.94072099666554,72.83246892405421,Bar
1855,Manor,401403,18.9387711,72.8353355,Thane,The Royal Bombay Seamen's Club,18.93492891231947,72.83892568608033,Hostel
1856,Manor,401403,18.9387711,72.8353355,Thane,Kaboom,18.936023889132862,72.84016734038651,Asian Restaurant
1857,Mira,401104,18.9387711,72.8353355,Thane,Town House Cafe,18.938549958523037,72.83346355505407,Bar
1858,Mira,401104,18.9387711,72.8353355,Thane,Royal China,18.938715239156295,72.83293313173236,Chinese Restaurant
1859,Mira,401104,18.9387711,72.8353355,Thane,Sher-E-Punjab,18.937943835353455,72.83785334602881,Indian Restaurant
1860,Mira,401104,18.9387711,72.8353355,Thane,Cafe Excelsior,18.937701207635694,72.8335661466234,Café
1861,Mira,401104,18.9387711,72.8353355,Thane,Chhatrapati Shivaji Maharaj Terminus,18.940088330432033,72.83525722997862,Train Station
1862,Mira,401104,18.9387711,72.8353355,Thane,Dakshin Bar And Kitchen,18.93648945230135,72.83748977150547,Seafood Restaurant
1863,Mira,401104,18.9387711,72.8353355,Thane,Ideal Corner,18.934961470035777,72.83405011234707,Indian Restaurant
1864,Mira,401104,18.9387711,72.8353355,Thane,Café Universal,18.936020671277102,72.83745296372305,Irani Cafe
1865,Mira,401104,18.9387711,72.8353355,Thane,Sterling Cineplex,18.938296441250184,72.83310356436478,Multiplex
1866,Mira,401104,18.9387711,72.8353355,Thane,Pancham Puriwala,18.938214278973145,72.8356970973557,Indian Restaurant
1867,Mira,401104,18.9387711,72.8353355,Thane,Bombay Gymkhana,18.937691299778436,72.83097627498172,Athletics & Sports
1868,Mira,401104,18.9387711,72.8353355,Thane,Mahesh Lunch Home,18.934120608422297,72.83382111973616,Indian Restaurant
1869,Mira,401104,18.9387711,72.8353355,Thane,Taste of Kerala,18.934205482667142,72.833215449282,Indian Restaurant
1870,Mira,401104,18.9387711,72.8353355,Thane,Kayani Restaurant,18.93503959620117,72.83694083917369,Irani Cafe
1871,Mira,401104,18.9387711,72.8353355,Thane,Residency Hotel,18.934977866806896,72.83348094090624,Hotel
1872,Mira,401104,18.9387711,72.8353355,Thane,Barista,18.93850971226034,72.83360746357721,Coffee Shop
1873,Mira,401104,18.9387711,72.8353355,Thane,Hotel Fountain Plaza,18.93567108713781,72.83402982832185,Indian Restaurant
1874,Mira,401104,18.9387711,72.8353355,Thane,5 Spice,18.93349148407844,72.83595549719031,Chinese Restaurant
1875,Mira,401104,18.9387711,72.8353355,Thane,Subway,18.938249673818397,72.83302651333346,Sandwich Place
1876,Mira,401104,18.9387711,72.8353355,Thane,Reserve Bank of India Monetary Museum,18.9341578243728,72.83609097485184,History Museum
1877,Mira,401104,18.9387711,72.8353355,Thane,Fashion Street,18.93634085305844,72.83043357043529,Flea Market
1878,Mira,401104,18.9387711,72.8353355,Thane,The Clearing House,18.935328221472208,72.83826324402152,Lounge
1879,Mira,401104,18.9387711,72.8353355,Thane,Hotel Deluxe,18.93391483135239,72.83320482251608,Indian Restaurant
1880,Mira,401104,18.9387711,72.8353355,Thane,Mocambo Café,18.934266798708116,72.83369775717813,Café
1881,Mira,401104,18.9387711,72.8353355,Thane,Press Club Mumbai,18.94072099666554,72.83246892405421,Bar
1882,Mira,401104,18.9387711,72.8353355,Thane,The Royal Bombay Seamen's Club,18.93492891231947,72.83892568608033,Hostel
1883,Mira,401104,18.9387711,72.8353355,Thane,Kaboom,18.936023889132862,72.84016734038651,Asian Restaurant
1884,Mira Road,401107,19.1878962,72.8365955,Thane,Slice of Lime,19.189488567072544,72.83471101493896,Bar
1885,Mira Road,401107,19.1878962,72.8365955,Thane,OnToes,19.186725613978684,72.83524569023713,Pub
1886,Mira Road,401107,19.1878962,72.8365955,Thane,Sun Moon & Potatoes,19.18900247915675,72.83480297244033,Italian Restaurant
1887,Mira Road,401107,19.1878962,72.8365955,Thane,ZARA,19.184796133158763,72.83404622418225,Clothing Store
1888,Mira Road,401107,19.1878962,72.8365955,Thane,Infiniti Mall,19.184691641620525,72.83491373062134,Shopping Mall
1889,Mira Road,401107,19.1878962,72.8365955,Thane,Starbucks,19.184860034555772,72.83426558149793,Coffee Shop
1890,Mira Road,401107,19.1878962,72.8365955,Thane,The Laughing Cavalier,19.1892010952294,72.83755927971299,American Restaurant
1891,Mira Road,401107,19.1878962,72.8365955,Thane,Forever 21,19.184731488227854,72.83458215506651,Clothing Store
1892,Mira Road,401107,19.1878962,72.8365955,Thane,Zaffran,19.18473196015639,72.8340137857385,Indian Restaurant
1893,Mira Road,401107,19.1878962,72.8365955,Thane,Mainland China,19.184742888078524,72.83404789814735,Chinese Restaurant
1894,Mira Road,401107,19.1878962,72.8365955,Thane,Sigree Global Grill,19.186365751465278,72.83471936623341,BBQ Joint
1895,Mira Road,401107,19.1878962,72.8365955,Thane,Jimis Burger,19.191952,72.83374,Burger Joint
1896,Mira Road,401107,19.1878962,72.8365955,Thane,Score Sports Bar And Grill,19.18669229418936,72.83486442293469,Sports Bar
1897,Mira Road,401107,19.1878962,72.8365955,Thane,The Coffee Bean & Tea Leaf,19.184780022083306,72.83408049406817,Café
1898,Mira Road,401107,19.1878962,72.8365955,Thane,Buckets And Tuckets Infiniti Malad,19.184771471378408,72.834111667551,Burrito Place
1899,Mira Road,401107,19.1878962,72.8365955,Thane,Jugheads's,19.189302390703208,72.83450496590007,Pub
1900,Mira Road,401107,19.1878962,72.8365955,Thane,Mad Over Donuts,19.18474868986195,72.83412572534813,Donut Shop
1901,Mira Road,401107,19.1878962,72.8365955,Thane,Moktu Momo,19.184735022277756,72.83408594343109,Dim Sum Restaurant
1902,Mira Road,401107,19.1878962,72.8365955,Thane,Hotel Sai Palace Grand,19.189392175564436,72.83532981140769,Bed & Breakfast
1903,Mira Road,401107,19.1878962,72.8365955,Thane,Peoples Gym,19.191125971916442,72.8339159488678,Gym
1904,Mira Road,401107,19.1878962,72.8365955,Thane,Lemon Grass Restaurant,19.187289228736873,72.83518799152148,Bar
1905,Mira Road,401107,19.1878962,72.8365955,Thane,Liberty Garden (लिबर्टी गार्डन),19.188200471186196,72.84090009808001,Garden
1906,Mira Road,401107,19.1878962,72.8365955,Thane,The Peking Tom,19.189261613767872,72.83445467229659,Chinese Restaurant
1907,Mira Road,401107,19.1878962,72.8365955,Thane,Bikaji Food Junxon,19.18702986611455,72.83566112058648,Asian Restaurant
1908,Mira Road,401107,19.1878962,72.8365955,Thane,Vero Moda,19.184839047178507,72.8342632567662,Women's Store
1909,Mira Road,401107,19.1878962,72.8365955,Thane,Burger King,19.185412359003315,72.83279476497417,Fast Food Restaurant
1910,Mira Road,401107,19.1878962,72.8365955,Thane,Cinemax,19.184770220492375,72.83405522979507,Multiplex
1911,Mira Road,401107,19.1878962,72.8365955,Thane,Steve Madden,19.18462596235419,72.83461677349975,Shoe Store
1912,Mira Road,401107,19.1878962,72.8365955,Thane,Pantaloons,19.184781722163116,72.83408432357486,Clothing Store
1913,Mira Road,401107,19.1878962,72.8365955,Thane,Subway,19.184753232353284,72.83414438212479,Sandwich Place
1914,Mira Road,401107,19.1878962,72.8365955,Thane,F!@# THE NAME,19.183261185635224,72.83601848801068,Pub
1915,Mira Road,401107,19.1878962,72.8365955,Thane,KFC,19.192769516077956,72.83437891340016,Fast Food Restaurant
1916,Mira Road,401107,19.1878962,72.8365955,Thane,Silver Oaks,19.190726723193162,72.83716016186091,Restaurant
1917,Mira Road,401107,19.1878962,72.8365955,Thane,California Pizza Kitchen,19.184672892530045,72.83402180106827,Pizza Place
1918,Mira Road,401107,19.1878962,72.8365955,Thane,Panchmukhi Restaurant And Bar,19.183466694350905,72.83617869793231,Hotel Bar
1919,Mira Road,401107,19.1878962,72.8365955,Thane,Landmark Veg Diet,19.192648280210907,72.83449600802128,Fast Food Restaurant
1920,Mira Road,401107,19.1878962,72.8365955,Thane,Bodhi Thai Spa,19.185361905977746,72.83250406296641,Spa
1921,Mira Road,401107,19.1878962,72.8365955,Thane,Barista Lavazza,19.183993451715633,72.83577523558728,Coffee Shop
1922,Mira Road,401107,19.1878962,72.8365955,Thane,Spark,19.183516159552738,72.83583998621323,Diner
1923,Mira Road,401107,19.1878962,72.8365955,Thane,Joey's Pizza,19.18989955219262,72.83986731297796,Pizza Place
1924,Mira Road,401107,19.1878962,72.8365955,Thane,Monginis Cake Shop,19.19002488467285,72.84000001745427,Bakery
1925,Mira Road,401107,19.1878962,72.8365955,Thane,SODA - Malad W,19.183197447052546,72.83597269288373,Pub
1926,Mira Road,401107,19.1878962,72.8365955,Thane,Gelato,19.18425908376907,72.84009810332506,Ice Cream Shop
1927,Naupada,400602,19.083579,72.8886519,Thane,Hamleys,19.08665464005278,72.88978308735972,Toy / Game Store
1928,Naupada,400602,19.083579,72.8886519,Thane,Phoenix Marketcity,19.085914049695223,72.8886918893861,Shopping Mall
1929,Naupada,400602,19.083579,72.8886519,Thane,PVR Cinemas,19.08664273439014,72.88983942558215,Movie Theater
1930,Naupada,400602,19.083579,72.8886519,Thane,Naaz Hotel,19.084781503065777,72.8892339015137,Indian Restaurant
1931,Naupada,400602,19.083579,72.8886519,Thane,The Irish House Phoenix Marketcity,19.08639811971697,72.88878608573182,Beer Garden
1932,Naupada,400602,19.083579,72.8886519,Thane,ZARA,19.086134279390695,72.88873011454294,Clothing Store
1933,Naupada,400602,19.083579,72.8886519,Thane,Gloria Jeans Coffee,19.086129740777498,72.88908992231363,Coffee Shop
1934,Naupada,400602,19.083579,72.8886519,Thane,Starbucks,19.086616005795815,72.88980467212124,Coffee Shop
1935,Naupada,400602,19.083579,72.8886519,Thane,Poptate's,19.086922534137138,72.88880023545461,American Restaurant
1936,Naupada,400602,19.083579,72.8886519,Thane,212 All Day,19.08633818631618,72.88907314095658,Café
1937,Naupada,400602,19.083579,72.8886519,Thane,Cream Centre,19.086620688497693,72.88982434166077,Restaurant
1938,Naupada,400602,19.083579,72.8886519,Thane,Cafe Pico,19.086899678424196,72.8888476414796,Café
1939,Naupada,400602,19.083579,72.8886519,Thane,Darshan,19.0826659247383,72.88532278283878,Chinese Restaurant
1940,Naupada,400602,19.083579,72.8886519,Thane,Cream Centre,19.085395272031707,72.88767084538895,Indian Restaurant
1941,Naupada,400602,19.083579,72.8886519,Thane,Costa Coffee,19.08603961677672,72.88902646783305,Coffee Shop
1942,Naupada,400602,19.083579,72.8886519,Thane,Kohinoor Elite Hotel,19.080861466981442,72.88543819207703,Hotel
1943,Naupada,400602,19.083579,72.8886519,Thane,Starbucks Coffee : A TATA Alliance,19.086599238514903,72.8897970821344,Coffee Shop
1944,Naupada,400602,19.083579,72.8886519,Thane,Mad Over Donuts,19.086636790332673,72.88987597130591,Donut Shop
1945,Naupada,400602,19.083579,72.8886519,Thane,Pizza Hut,19.086927205695094,72.8889057184918,Pizza Place
1946,Naupada,400602,19.083579,72.8886519,Thane,Rainforest Resto-Bar,19.086480292846826,72.88910186429254,Restaurant
1947,Naupada,400602,19.083579,72.8886519,Thane,Snow World Mumbai,19.086024933115507,72.88855339966858,Theme Park
1948,Naupada,400602,19.083579,72.8886519,Thane,Amoeba,19.08690148907012,72.88914110002631,Bowling Alley
1949,Naupada,400602,19.083579,72.8886519,Thane,Harry's,19.086631257202505,72.88984403294658,Bar
1950,Naupada,400602,19.083579,72.8886519,Thane,Domino's Pizza,19.087,72.889,Pizza Place
1951,Naupada,400602,19.083579,72.8886519,Thane,The Beer Cafe,19.08562970470354,72.88791379491599,Beer Garden
1952,Naupada,400602,19.083579,72.8886519,Thane,Noodle Bar,19.086635408873327,72.8898634665781,Chinese Restaurant
1953,Naupada,400602,19.083579,72.8886519,Thane,Subway,19.086586678714692,72.88964370616142,Sandwich Place
1954,Naupada,400602,19.083579,72.8886519,Thane,Lifestyle,19.08663939553376,72.88987772664646,Shopping Mall
1955,Naupada,400602,19.083579,72.8886519,Thane,Dhanraj Supermarket,19.08212271265058,72.88550715852449,Department Store
1956,Naupada,400602,19.083579,72.8886519,Thane,Cafe Coffee day,19.08595182368827,72.88909569090195,Café
1957,Naupada,400602,19.083579,72.8886519,Thane,Chocolate Temptations,19.08632574714367,72.88924567414959,Dessert Shop
1958,Naupada,400602,19.083579,72.8886519,Thane,McDonald's,19.08665005080561,72.88997619217143,Fast Food Restaurant
1959,Naupada,400602,19.083579,72.8886519,Thane,Cafe Royal,19.086454610089206,72.88931587903035,Café
1960,Naupada,400602,19.083579,72.8886519,Thane,The Irish House,19.086199453755604,72.88893133355546,Pub
1961,Naupada,400602,19.083579,72.8886519,Thane,Burger King,19.086112800718595,72.88890803608464,Fast Food Restaurant
1962,Naupada,400602,19.083579,72.8886519,Thane,Cafe Coffee Day,19.086113772582202,72.89341632470992,Coffee Shop
1963,Naupada,400602,19.083579,72.8886519,Thane,Rajdhani,19.086653323800675,72.88989599955477,Indian Restaurant
1964,Naupada,400602,19.083579,72.8886519,Thane,Bombay Blue,19.0866332563482,72.88986853443214,Indian Restaurant
1965,Naupada,400602,19.083579,72.8886519,Thane,Kailash Parbat,19.08623605624711,72.88897455051831,Indian Restaurant
1966,Naupada,400602,19.083579,72.8886519,Thane,Pritam Da Dhaba,19.08232972749739,72.88550842637005,Indian Restaurant
1967,Naupada,400602,19.083579,72.8886519,Thane,The Big Kahuna,19.086605171278244,72.88911876523744,Hawaiian Restaurant
1968,Naupada,400602,19.083579,72.8886519,Thane,YumCha Vie,19.08547298200839,72.88797658218124,Chinese Restaurant
1969,Naupada,400602,19.083579,72.8886519,Thane,Charles & Keith,19.08544718888075,72.88768238263347,Shoe Store
1970,Naupada,400602,19.083579,72.8886519,Thane,Debenhams,19.086939568755067,72.88882254809134,Clothing Store
1971,Naupada,400602,19.083579,72.8886519,Thane,Poush Essence Of Kashmir,19.08640680289694,72.8893475857812,Indian Restaurant
1972,Naupada,400602,19.083579,72.8886519,Thane,Holy Cross Grounds,19.083068051392626,72.88571527446118,Football Stadium
1973,Naupada,400602,19.083579,72.8886519,Thane,Promod,19.08641860482155,72.88863420339999,Clothing Store
1974,Naupada,400602,19.083579,72.8886519,Thane,Punjab Grill,19.086576,72.88857,Indian Restaurant
1975,Naupada,400602,19.083579,72.8886519,Thane,Maroosh,19.08661441273951,72.88941873162692,Middle Eastern Restaurant
1976,Naupada,400602,19.083579,72.8886519,Thane,Ice Cream Works by Cream Centre,19.086552322553647,72.8896898547579,Ice Cream Shop
1977,Naupada,400602,19.083579,72.8886519,Thane,The Market Project by Pizza Express,19.086584,72.889822,Italian Restaurant
1978,Naupada,400602,19.083579,72.8886519,Thane,Snow World,19.086812433731108,72.88880149272165,Ski Lodge
1979,Naupada,400602,19.083579,72.8886519,Thane,Natural's Ice Cream,19.086647671576994,72.88993790331234,Ice Cream Shop
1980,Naupada,400602,19.083579,72.8886519,Thane,H&M,19.086957208547837,72.88854489801453,Clothing Store
1981,Naupada,400602,19.083579,72.8886519,Thane,Rameshwar Vada Pav & Sugarcane Juice,19.082849960171625,72.88461345612042,Brewery
1982,Nirmal,401304,18.92732875,72.82219717183933,Thane,Nariman Point,18.92918335830556,72.82223224639893,Scenic Lookout
1983,Nirmal,401304,18.92732875,72.82219717183933,Thane,The Sassy Spoon,18.928425922468104,72.82251196171583,Diner
1984,Nirmal,401304,18.92732875,72.82219717183933,Thane,Trident,18.92787752948028,72.82071104273936,Hotel
1985,Nirmal,401304,18.92732875,72.82219717183933,Thane,The Oberoi,18.92710051682048,72.82016472076614,Hotel
1986,Nirmal,401304,18.92732875,72.82219717183933,Thane,National Centre for the Performing Arts (NCPA),18.92563130239702,72.81986117362976,Performing Arts Venue
1987,Nirmal,401304,18.92732875,72.82219717183933,Thane,Fenix Oberoi,18.927143611688816,72.82014258477373,Restaurant
1988,Nirmal,401304,18.92732875,72.82219717183933,Thane,India Jones,18.927878457481018,72.82066393146417,Restaurant
1989,Nirmal,401304,18.92732875,72.82219717183933,Thane,Starbucks,18.92768725998919,72.82194296148421,Coffee Shop
1990,Nirmal,401304,18.92732875,72.82219717183933,Thane,Tata Theatre,18.925062966444333,72.8199577331543,Theater
1991,Nirmal,401304,18.92732875,72.82219717183933,Thane,Status,18.924562,72.821526,Indian Restaurant
1992,Nirmal,401304,18.92732875,72.82219717183933,Thane,The Oberoi Patisserie & Delicatessen,18.926525207259804,72.8208099572801,Dessert Shop
1993,Nirmal,401304,18.92732875,72.82219717183933,Thane,Frangipani,18.927909526385957,72.8206791347405,Mediterranean Restaurant
1994,Nirmal,401304,18.92732875,72.82219717183933,Thane,Ziya,18.927116093151543,72.82016540442402,Indian Restaurant
1995,Nirmal,401304,18.92732875,72.82219717183933,Thane,Café at the NCPA,18.92525684284292,72.81957843982663,Café
1996,Nirmal,401304,18.92732875,72.82219717183933,Thane,INOX,18.9264647470824,72.82247022467206,Movie Theater
1997,Nirmal,401304,18.92732875,72.82219717183933,Thane,Fenix,18.927130846689757,72.82015074655548,Japanese Restaurant
1998,Nirmal,401304,18.92732875,72.82219717183933,Thane,Jamshed Bhabha Theatre,18.925134088036188,72.81973001417265,Theater
1999,Nirmal,401304,18.92732875,72.82219717183933,Thane,Experimental Theatre,18.92608565330456,72.82024933500047,Theater
2000,Nirmal,401304,18.92732875,72.82219717183933,Thane,Swati Snacks,18.92443615043811,72.82475613548655,Chaat Place
2001,Nirmal,401304,18.92732875,72.82219717183933,Thane,The Bayview - Hotel Marine Plaza,18.931876096865885,72.82303056777508,Italian Restaurant
2002,Nirmal,401304,18.92732875,72.82219717183933,Thane,"The Oriental Blossom, Marine Plaza",18.93160511562937,72.82312062346041,Asian Restaurant
2003,Nirmal,401304,18.92732875,72.82219717183933,Thane,Suzette,18.92511821292771,72.82149491910177,French Restaurant
2004,Nirmal,401304,18.92732875,72.82219717183933,Thane,The J,18.9303738249949,72.82673394356861,Fast Food Restaurant
2005,Nirmal,401304,18.92732875,72.82219717183933,Thane,The Cricket Club Of India (CCI),18.9319640579446,72.82463550567627,Cricket Ground
2006,Nirmal,401304,18.92732875,72.82219717183933,Thane,The Eau Bar,18.92706955056469,72.82016652444287,Lounge
2007,Nirmal,401304,18.92732875,72.82219717183933,Thane,Geoffrey's - The Pub,18.93146485570492,72.82294062463924,Bar
2008,Nirmal,401304,18.92732875,72.82219717183933,Thane,Opium Den,18.927874298655254,72.82063626034476,Wine Bar
2009,Nirmal,401304,18.92732875,72.82219717183933,Thane,Samrat Veg Restaurant,18.930674399550522,72.8263198940663,Vegetarian / Vegan Restaurant
2010,Nirmal,401304,18.92732875,72.82219717183933,Thane,Subway,18.926467946275597,72.82251125285435,Sandwich Place
2011,Nirmal,401304,18.92732875,72.82219717183933,Thane,Desi Klub,18.924512102172866,72.8226497369411,Chaat Place
2012,Nirmal,401304,18.92732875,72.82219717183933,Thane,McDonald's,18.926775,72.822464,Fast Food Restaurant
2013,Nirmal,401304,18.92732875,72.82219717183933,Thane,CR2,18.926447610437258,72.82241548162833,Shopping Mall
2014,Nirmal,401304,18.92732875,72.82219717183933,Thane,Wet Wicket Bar,18.93177666731796,72.82502603135525,Restaurant
2015,Nirmal,401304,18.92732875,72.82219717183933,Thane,Spesso Gourmet Kitchen,18.92443910276209,72.82156048132988,Italian Restaurant
2016,Nirmal,401304,18.92732875,72.82219717183933,Thane,Relish,18.930320326781118,72.8263605683189,Italian Restaurant
2017,Nirmal,401304,18.92732875,72.82219717183933,Thane,Sachin's Zhunka Bhaakar Kendra,18.92801611422772,72.82269359019666,Snack Place
2018,Nirmal,401304,18.92732875,72.82219717183933,Thane,Ristorante Prego,18.92627356216826,72.82264150080499,Italian Restaurant
2019,Nirmal,401304,18.92732875,72.82219717183933,Thane,Marine Plaza,18.93156690243895,72.8229213251693,Hotel
2020,Nirmal,401304,18.92732875,72.82219717183933,Thane,Vetro,18.926730906841545,72.82057246740347,Italian Restaurant
2021,Nirmal,401304,18.92732875,72.82219717183933,Thane,The Bayview,18.93148662467211,72.82296798371615,Restaurant
2022,Nirmal,401304,18.92732875,72.82219717183933,Thane,Vasant Sagar,18.925761034178908,72.82600314359972,Indian Restaurant
2023,Nirmal,401304,18.92732875,72.82219717183933,Thane,Vihar,18.930697304570753,72.8260900137259,Fast Food Restaurant
2024,Thane (East),400603,18.9387711,72.8353355,Thane,Town House Cafe,18.938549958523037,72.83346355505407,Bar
2025,Thane (East),400603,18.9387711,72.8353355,Thane,Royal China,18.938715239156295,72.83293313173236,Chinese Restaurant
2026,Thane (East),400603,18.9387711,72.8353355,Thane,Sher-E-Punjab,18.937943835353455,72.83785334602881,Indian Restaurant
2027,Thane (East),400603,18.9387711,72.8353355,Thane,Cafe Excelsior,18.937701207635694,72.8335661466234,Café
2028,Thane (East),400603,18.9387711,72.8353355,Thane,Chhatrapati Shivaji Maharaj Terminus,18.940088330432033,72.83525722997862,Train Station
2029,Thane (East),400603,18.9387711,72.8353355,Thane,Dakshin Bar And Kitchen,18.93648945230135,72.83748977150547,Seafood Restaurant
2030,Thane (East),400603,18.9387711,72.8353355,Thane,Ideal Corner,18.934961470035777,72.83405011234707,Indian Restaurant
2031,Thane (East),400603,18.9387711,72.8353355,Thane,Café Universal,18.936020671277102,72.83745296372305,Irani Cafe
2032,Thane (East),400603,18.9387711,72.8353355,Thane,Sterling Cineplex,18.938296441250184,72.83310356436478,Multiplex
2033,Thane (East),400603,18.9387711,72.8353355,Thane,Pancham Puriwala,18.938214278973145,72.8356970973557,Indian Restaurant
2034,Thane (East),400603,18.9387711,72.8353355,Thane,Bombay Gymkhana,18.937691299778436,72.83097627498172,Athletics & Sports
2035,Thane (East),400603,18.9387711,72.8353355,Thane,Mahesh Lunch Home,18.934120608422297,72.83382111973616,Indian Restaurant
2036,Thane (East),400603,18.9387711,72.8353355,Thane,Taste of Kerala,18.934205482667142,72.833215449282,Indian Restaurant
2037,Thane (East),400603,18.9387711,72.8353355,Thane,Kayani Restaurant,18.93503959620117,72.83694083917369,Irani Cafe
2038,Thane (East),400603,18.9387711,72.8353355,Thane,Residency Hotel,18.934977866806896,72.83348094090624,Hotel
2039,Thane (East),400603,18.9387711,72.8353355,Thane,Barista,18.93850971226034,72.83360746357721,Coffee Shop
